number,count,title,url
33531,3,[rpc] `gettxout`: array argument for bulk queries,https://github.com/bitcoin/bitcoin/pull/33531
33659,1,Improve fatal error message for block read failures in BaseIndex::ProcessBlock,https://github.com/bitcoin/bitcoin/pull/33659
33225,2,[29.x] Backport logging ratelimiting,https://github.com/bitcoin/bitcoin/pull/33225
32967,6,log: [refactor] Use info level for init logs,https://github.com/bitcoin/bitcoin/pull/32967
31648,2,[28.x] Backports,https://github.com/bitcoin/bitcoin/pull/31648
32875,1,index: handle case where pindex_prev equals chain tip in NextSyncBlock(),https://github.com/bitcoin/bitcoin/pull/32875
33337,1,chore: compare against keys.size() in writeObject comma check,https://github.com/bitcoin/bitcoin/pull/33337
33264,3,threading: reduce the scope of lock in getblocktemplate,https://github.com/bitcoin/bitcoin/pull/33264
33771,2,refactor: C++20 operators,https://github.com/bitcoin/bitcoin/pull/33771
32588,1,util: Abort on failing CHECK_NONFATAL in debug builds,https://github.com/bitcoin/bitcoin/pull/32588
32843,3,doc: invalid block handling followups,https://github.com/bitcoin/bitcoin/pull/32843
33993,3,init: point out -stopatheight may be imprecise,https://github.com/bitcoin/bitcoin/pull/33993
30595,50,kernel: Introduce C header API,https://github.com/bitcoin/bitcoin/pull/30595
31541,4,qa: Use `sys.executable` when invoking other Python scripts,https://github.com/bitcoin/bitcoin/pull/31541
31845,1,Add -pruneduringinit option to temporarily use another prune target during IBD,https://github.com/bitcoin/bitcoin/pull/31845
31900,2,Fix field name styling in `submitpackage` RPC results,https://github.com/bitcoin/bitcoin/pull/31900
33946,1,interfaces: remove redundant mempool lock in ChainImpl::isInMempool(),https://github.com/bitcoin/bitcoin/pull/33946
33116,12,refactor: Convert uint256 to Txid,https://github.com/bitcoin/bitcoin/pull/33116
33005,7,refactor: GenTxid type safety followups,https://github.com/bitcoin/bitcoin/pull/33005
33785,3,util: Allow `Assert` (et al.) in contexts without __func__,https://github.com/bitcoin/bitcoin/pull/33785
33443,6,"log: reduce excessive ""rolling back/forward"" messages during block replay",https://github.com/bitcoin/bitcoin/pull/33443
32317,17,kernel: Separate UTXO set access from validation functions,https://github.com/bitcoin/bitcoin/pull/32317
33551,1,[29.x] Finalise 29.2,https://github.com/bitcoin/bitcoin/pull/33551
31844,3,cmake: add a component for each binary,https://github.com/bitcoin/bitcoin/pull/31844
33896,1,clang-format: Set InsertNewlineAtEOF: true,https://github.com/bitcoin/bitcoin/pull/33896
31405,36,validation: stricter internal handling of invalid blocks,https://github.com/bitcoin/bitcoin/pull/31405
33642,1,doc: archive release notes for v28.3,https://github.com/bitcoin/bitcoin/pull/33642
32950,10,validation: remove BLOCK_FAILED_CHILD,https://github.com/bitcoin/bitcoin/pull/32950
33212,3,index: Don't commit state in BaseIndex::Rewind,https://github.com/bitcoin/bitcoin/pull/33212
33727,6,"zmq: Log bind error at Error level, abort startup on init error",https://github.com/bitcoin/bitcoin/pull/33727
33789,1,doc: add cmake help option in Windows build docs,https://github.com/bitcoin/bitcoin/pull/33789
32989,1,ci: Migrate CI to hosted Cirrus Runners,https://github.com/bitcoin/bitcoin/pull/32989
33822,13,kernel: Add block header support and validation,https://github.com/bitcoin/bitcoin/pull/33822
31809,1,"Prepare ""Open Transifex translations for v29.0"" release step",https://github.com/bitcoin/bitcoin/pull/31809
32845,25,"rpc, test: Fix JSON parsing errors in unloadwallet and getdescriptoractivity RPCs",https://github.com/bitcoin/bitcoin/pull/32845
33612,1,test: change log rate limit version gate,https://github.com/bitcoin/bitcoin/pull/33612
32238,14,"qt, wallet: Convert uint256 to Txid",https://github.com/bitcoin/bitcoin/pull/32238
31382,7,kernel: Flush in ChainstateManager destructor,https://github.com/bitcoin/bitcoin/pull/31382
33487,1,ci: use latest versions of lint deps,https://github.com/bitcoin/bitcoin/pull/33487
32296,4,refactor: reenable `implicit-integer-sign-change` check for `serialize.h`,https://github.com/bitcoin/bitcoin/pull/32296
34084,1,scripted-diff: [doc] Unify stale copyright headers,https://github.com/bitcoin/bitcoin/pull/34084
33106,1,"policy: lower the default blockmintxfee, incrementalrelayfee, minrelaytxfee",https://github.com/bitcoin/bitcoin/pull/33106
32890,1,bench: Avoid tmp files in pwd,https://github.com/bitcoin/bitcoin/pull/32890
31615,2,validation: ensure assumevalid is always used during reindex,https://github.com/bitcoin/bitcoin/pull/31615
34051,5,log: Remove brittle and confusing LogPrintLevel,https://github.com/bitcoin/bitcoin/pull/34051
32490,1,refactor: Remove UB in prevector reverse iterators,https://github.com/bitcoin/bitcoin/pull/32490
34006,10,Add util::Expected (std::expected),https://github.com/bitcoin/bitcoin/pull/34006
33669,1,Add libbitcoinkernel example files,https://github.com/bitcoin/bitcoin/pull/33669
32994,7,p2p: rename GetAddresses -> GetAddressesUnsafe,https://github.com/bitcoin/bitcoin/pull/32994
33960,4,log: Use more severe log level (warn/err) where appropriate,https://github.com/bitcoin/bitcoin/pull/33960
34088,9,log: Use `__func__` for -logsourcelocations,https://github.com/bitcoin/bitcoin/pull/34088
33872,1,init: completely remove `-maxorphantx` option,https://github.com/bitcoin/bitcoin/pull/33872
31422,1,[27.x] More backports,https://github.com/bitcoin/bitcoin/pull/31422
32520,10,Remove legacy `Parse(U)Int*`,https://github.com/bitcoin/bitcoin/pull/32520
33222,1,miner: clamp options instead of asserting,https://github.com/bitcoin/bitcoin/pull/33222
33824,1,ci: Enable experimental kernel stuff in most CI tasks via `dev-mode`,https://github.com/bitcoin/bitcoin/pull/33824
32673,1,clang-tidy: Apply modernize-deprecated-headers,https://github.com/bitcoin/bitcoin/pull/32673
34031,1,"net: Remove ""tor"" as a network specification",https://github.com/bitcoin/bitcoin/pull/34031
32604,84,"log: Mitigate disk filling attacks by rate limiting LogPrintf, LogInfo, LogWarning, LogError",https://github.com/bitcoin/bitcoin/pull/32604
33853,2,kernel: Allow null arguments for serialized data,https://github.com/bitcoin/bitcoin/pull/33853
33557,3,[28.x] 28.3rc2,https://github.com/bitcoin/bitcoin/pull/33557
32501,1,RPC: removeprunedfunds should take an array of txids,https://github.com/bitcoin/bitcoin/pull/32501
33214,1,rpc: require integer verbosity; remove boolean 'verbose',https://github.com/bitcoin/bitcoin/pull/33214
33613,1,[28.x] Backport & finalise 28.3,https://github.com/bitcoin/bitcoin/pull/33613
33886,1,test: Remove tests violating hardened std::span,https://github.com/bitcoin/bitcoin/pull/33886
